id	path	kind	excerpt	checksum	updated_at	source_of_truth	trust_level	status
file:docs/architecture.md	docs/architecture.md	DOC	# Cortex v1 Architecture ## Goal Provide high-signal, repo-local context to coding agents without bloating instruction files. ## Pipeline 1. Ingestion: source files -> entities + relations 2. Storage: graph (RyuGraph) + optional vector index 3. Retrieval: semantic + graph 4. Policy: rules filter conflicts/deprecated/source-of-truth 5. Assembly: runtime context package for MCP tool responses ## Runtime Context Order 1. Task 2. Hard rules 3. Evidence blocks (top_k) 4. Uncertainties ## Guardrails -	b5ebf4bbdde7301df9b27e714ecb6ee6066c69640fb161d012b323ff9df4b04e	2026-03-02T09:19:48.499Z	false	70	active
